"","Season","Week","0","1","2","3","4","5","6"
"182",2017,1,0.68,0.2,0.09,0.02,0,0.01,0
"220",2017,1,0.11,0.17,0.36,0.2,0.08,0.03,0.05
"362",2017,1,0.56,0.26,0.1,0.05,0.02,0,0.01
"410",2017,1,0.63,0.19,0.09,0.07,0.01,0,0.01
"556",2017,1,0.82,0.14,0.01,0.01,0,0.01,0.01
"706",2017,1,0.72,0.19,0.04,0.03,0.01,0,0.01
"760",2017,1,0.2,0.31,0.13,0.18,0.06,0.08,0.04
"794",2017,1,0.37,0.21,0.23,0.08,0.03,0.05,0.03
"816",2017,1,0.65,0.28,0.05,0.02,0,0,0
"866",2017,1,0.52,0.24,0.11,0.05,0.05,0.01,0.02
"968",2017,1,0.36,0.38,0.19,0.07,0,0,0
"1048",2017,1,0.97,0.01,0.02,0,0,0,0
"1150",2017,1,0.98,0.02,0,0,0,0,0
"1166",2017,1,1,0,0,0,0,0,0
"1186",2017,1,0.54,0.41,0.05,0,0,0,0
"1256",2017,1,0.8,0.17,0.02,0.01,0,0,0
"1268",2017,1,0.67,0.17,0.11,0.03,0.01,0.01,0
"1270",2017,1,0.91,0.05,0.04,0,0,0,0
"1318",2017,1,0.92,0.08,0,0,0,0,0
"1458",2017,1,1,0,0,0,0,0,0
"1566",2017,1,0.81,0.15,0.04,0,0,0,0
"1652",2017,1,0.82,0.13,0.05,0,0,0,0
"1690",2017,1,0.99,0.01,0,0,0,0,0
"1696",2017,1,0.04,0.16,0.27,0.18,0.15,0.12,0.08
"1740",2017,1,0.95,0.05,0,0,0,0,0
"120",2017,1,0.71,0.11,0.04,0.02,0.05,0.05,0.02
"208",2017,1,0.8,0.15,0.03,0.02,0,0,0
"228",2017,1,0.65,0.22,0.09,0.04,0,0,0
"264",2017,1,0.6,0.17,0.09,0.05,0.05,0.04,0
"318",2017,1,0.65,0.18,0.1,0.04,0.03,0,0
"369",2017,1,0.05,0.11,0.16,0.25,0.25,0.09,0.09
"382",2017,1,0.93,0.07,0,0,0,0,0
"490",2017,1,0.91,0.08,0.01,0,0,0,0
"588",2017,1,1,0,0,0,0,0,0
"672",2017,1,0.36,0.43,0.16,0.04,0.01,0,0
"676",2017,1,1,0,0,0,0,0,0
"920",2017,1,0.69,0.21,0.09,0,0.01,0,0
"924",2017,1,0.34,0.26,0.21,0.07,0.07,0.05,0
"928",2017,1,0.97,0.03,0,0,0,0,0
"954",2017,1,0.58,0.21,0.09,0.09,0.03,0,0
"1018",2017,1,0.57,0.21,0.17,0.04,0.01,0,0
"1042",2017,1,0.53,0.27,0.1,0.07,0.02,0.01,0
"1134",2017,1,0.68,0.2,0.1,0.02,0,0,0
"1272",2017,1,0.87,0.09,0.03,0.01,0,0,0
"1276",2017,1,0.67,0.11,0.12,0.05,0.04,0.01,0
"1284",2017,1,0.62,0.11,0.16,0.08,0.02,0.01,0
"1504",2017,1,0.7,0.26,0.02,0.01,0.01,0,0
"1600",2017,1,0.86,0.05,0.04,0.03,0.02,0,0
"1644",2017,1,0.92,0.05,0.02,0,0.01,0,0
"1682",2017,1,0.41,0.36,0.16,0.07,0,0,0
"1956",2017,1,0.93,0.06,0.01,0,0,0,0
"256",2017,1,0.6,0.21,0.13,0.03,0.02,0.01,0
"260",2017,1,1,0,0,0,0,0,0
"308",2017,1,0.95,0.04,0.01,0,0,0,0
"404",2017,1,0.29,0.32,0.24,0.08,0.04,0.02,0.01
"408",2017,1,0.57,0.23,0.11,0.07,0.01,0.01,0
"504",2017,1,0.79,0.11,0.05,0.04,0,0,0.01
"750",2017,1,0.68,0.25,0.05,0.01,0.01,0,0
"812",2017,1,0.08,0.16,0.22,0.19,0.19,0.11,0.05
"860",2017,1,0.83,0.11,0.02,0.03,0,0,0.01
"912",2017,1,0.86,0.12,0.02,0,0,0,0
"992",2017,1,0.36,0.36,0.18,0.03,0.06,0.01,0
"1010",2017,1,0.94,0.05,0,0,0.01,0,0
"1044",2017,1,0.98,0.01,0.01,0,0,0,0
"1058",2017,1,0.75,0.17,0.05,0.02,0.01,0,0
"1174",2017,1,0.54,0.24,0.06,0.09,0.05,0.01,0.01
"1192",2017,1,0.9,0.07,0.02,0,0,0.01,0
"1280",2017,1,0.98,0.02,0,0,0,0,0
"1328",2017,1,0.68,0.24,0.06,0.01,0.01,0,0
"1426",2017,1,0.54,0.18,0.12,0.1,0.04,0.02,0
"1456",2017,1,1,0,0,0,0,0,0
"1478",2017,1,0.41,0.25,0.16,0.07,0.09,0.02,0
"1542",2017,1,0.88,0.08,0.02,0.02,0,0,0
"1570",2017,1,0.97,0.03,0,0,0,0,0
"1630",2017,1,0.99,0.01,0,0,0,0,0
"1640",2017,1,0.83,0.09,0.05,0.03,0,0,0
"1650",2017,1,0.42,0.3,0.17,0.05,0.05,0.01,0
"1668",2017,1,0.18,0.35,0.25,0.13,0.03,0.02,0.04
"100",2017,1,0.38,0.26,0.11,0.11,0.11,0.02,0.01
"312",2017,1,0.97,0.02,0.01,0,0,0,0
"316",2017,1,0.74,0.16,0.08,0.01,0.01,0,0
"400",2017,1,0.43,0.31,0.15,0.07,0.04,0,0
"412",2017,1,0.83,0.08,0.05,0.03,0.01,0,0
"434",2017,1,0.72,0.2,0.07,0.01,0,0,0
"466",2017,1,0.83,0.1,0.01,0.03,0,0.03,0
"530",2017,1,1,0,0,0,0,0,0
"542",2017,1,0.99,0,0.01,0,0,0,0
"572",2017,1,0.84,0.1,0.03,0.02,0.01,0,0
"640",2017,1,0.87,0.11,0.02,0,0,0,0
"708",2017,1,0.55,0.21,0.12,0.05,0.05,0.02,0
"720",2017,1,0.34,0.34,0.16,0.09,0.04,0.03,0
"834",2017,1,1,0,0,0,0,0,0
"862",2017,1,0.27,0.28,0.18,0.09,0.09,0.08,0.01
"900",2017,1,0.88,0.07,0.02,0.01,0.02,0,0
"946",2017,1,0.69,0.27,0.01,0.02,0.01,0,0
"950",2017,1,0.72,0.18,0.07,0.02,0.01,0,0
"1066",2017,1,0.75,0.21,0.04,0,0,0,0
"1102",2017,1,0.95,0.04,0.01,0,0,0,0
"1216",2017,1,0.89,0.09,0.01,0,0.01,0,0
"1234",2017,1,0.47,0.16,0.21,0.06,0.07,0.02,0.01
"1308",2017,1,0.98,0.01,0.01,0,0,0,0
"1400",2017,1,0.52,0.26,0.13,0.08,0.01,0,0
"1532",2017,1,0.3,0.24,0.19,0.14,0.08,0.04,0.01
"1670",2017,1,0.97,0.02,0.01,0,0,0,0
"1722",2017,1,0.96,0.04,0,0,0,0,0
"1742",2017,1,0.16,0.24,0.29,0.16,0.1,0.04,0.01
"102",2017,1,0.82,0.12,0.01,0.04,0.01,0,0
"105",2017,1,0.95,0.02,0.02,0.01,0,0,0
"162",2017,1,0.88,0.09,0.02,0.01,0,0,0
"194",2017,1,0.91,0.09,0,0,0,0,0
"250",2017,1,0.97,0.03,0,0,0,0,0
"284",2017,1,0.49,0.25,0.14,0.08,0.02,0.02,0
"326",2017,1,0.71,0.16,0.07,0.02,0.02,0.01,0.01
"334",2017,1,0.63,0.25,0.08,0.03,0,0,0.01
"442",2017,1,0.96,0.03,0,0.01,0,0,0
"458",2017,1,0.79,0.11,0.05,0.03,0.02,0,0
"492",2017,1,0.78,0.2,0.02,0,0,0,0
"498",2017,1,0.74,0.15,0.1,0.01,0,0,0
"524",2017,1,0.98,0.02,0,0,0,0,0
"544",2017,1,0.89,0.07,0,0.03,0.01,0,0
"578",2017,1,0.99,0.01,0,0,0,0,0
"598",2017,1,0.21,0.43,0.25,0.09,0.02,0,0
"624",2017,1,0.06,0.2,0.23,0.17,0.18,0.09,0.07
"664",2017,1,0.48,0.18,0.19,0.05,0.07,0.03,0
"744",2017,1,0.87,0.1,0.01,0,0.01,0,0.01
"1084",2017,1,0.52,0.3,0.11,0.06,0,0.01,0
"1090",2017,1,0.57,0.17,0.1,0.08,0.04,0.03,0.01
"1096",2017,1,0.96,0.04,0,0,0,0,0
"1144",2017,1,0.97,0.03,0,0,0,0,0
"1226",2017,1,0.89,0.06,0.05,0,0,0,0
"1406",2017,1,0.11,0.21,0.24,0.19,0.15,0.06,0.04
"1418",2017,1,0.37,0.31,0.18,0.09,0.03,0.01,0.01
"1450",2017,1,0.62,0.3,0.08,0,0,0,0
"1586",2017,1,0.88,0.07,0.05,0,0,0,0
"110",2017,1,0.88,0.07,0.04,0,0,0.01,0
"130",2017,1,0.76,0.21,0.03,0,0,0,0
"206",2017,1,0.72,0.25,0.03,0,0,0,0
"236",2017,1,0.86,0.11,0.03,0,0,0,0
"368",2017,1,0.73,0.23,0.03,0.01,0,0,0
"394",2017,1,0.53,0.11,0.1,0.15,0.02,0.02,0.07
"430",2017,1,0.6,0.32,0.07,0.01,0,0,0
"460",2017,1,0.65,0.33,0,0.02,0,0,0
"462",2017,1,0.99,0.01,0,0,0,0,0
"470",2017,1,0.96,0.02,0.02,0,0,0,0
"576",2017,1,0.88,0.11,0.01,0,0,0,0
"604",2017,1,0.15,0.16,0.15,0.19,0.06,0.07,0.22
"772",2017,1,0.44,0.25,0.19,0.06,0,0.02,0.04
"874",2017,1,0.77,0.15,0.08,0,0,0,0
"958",2017,1,0.31,0.17,0.23,0.16,0.03,0.02,0.08
"1004",2017,1,0.09,0.34,0.39,0.12,0.01,0.01,0.04
"1082",2017,1,0.99,0.01,0,0,0,0,0
"1136",2017,1,0.75,0.21,0.03,0.01,0,0,0
"1230",2017,1,1,0,0,0,0,0,0
"1340",2017,1,0.98,0.02,0,0,0,0,0
"1352",2017,1,0.23,0.12,0.22,0.17,0.01,0.05,0.2
"1468",2017,1,0.7,0.09,0.11,0.08,0,0.01,0.01
"1553",2017,1,0.76,0.21,0.03,0,0,0,0
"1562",2017,1,0.83,0.14,0.03,0,0,0,0
"1564",2017,1,1,0,0,0,0,0,0
"1688",2017,1,0.59,0.24,0.15,0.02,0,0,0
"1712",2017,1,0.87,0.1,0.03,0,0,0,0
"9057",2017,1,0.98,0.02,0,0,0,0,0
"348",2017,1,0.93,0.06,0.01,0,0,0,0
"418",2017,1,0.98,0.01,0,0.01,0,0,0
"446",2017,1,0.03,0.1,0.35,0.15,0.17,0.1,0.1
"450",2017,1,0.51,0.17,0.14,0.1,0.06,0.02,0
"456",2017,1,0.16,0.43,0.28,0.07,0.06,0,0
"488",2017,1,0.66,0.16,0.13,0.03,0,0.01,0.01
"566",2017,1,0.97,0.03,0,0,0,0,0
"768",2017,1,0.71,0.23,0.06,0,0,0,0
"786",2017,1,0.03,0.11,0.25,0.31,0.14,0.09,0.07
"850",2017,1,1,0,0,0,0,0,0
"906",2017,1,1,0,0,0,0,0,0
"934",2017,1,0.48,0.33,0.11,0.06,0.01,0.01,0
"974",2017,1,0.7,0.3,0,0,0,0,0
"996",2017,1,0.94,0.05,0,0.01,0,0,0
"1094",2017,1,0.77,0.21,0.02,0,0,0,0
"1294",2017,1,1,0,0,0,0,0,0
"1304",2017,1,0.97,0.02,0.01,0,0,0,0
"1359",2017,1,0.95,0.05,0,0,0,0,0
"1378",2017,1,0.78,0.11,0.04,0.04,0.02,0.01,0
"1494",2017,1,0.9,0.08,0.01,0.01,0,0,0
"1536",2017,1,0.21,0.37,0.26,0.1,0.03,0.02,0.01
"1556",2017,1,0.47,0.34,0.12,0.05,0.02,0,0
"1654",2017,1,0.62,0.25,0.07,0.05,0,0.01,0
"1716",2017,1,0.51,0.4,0.09,0,0,0,0
"1751",2017,1,0.89,0.04,0.04,0,0.03,0,0
"7974",2017,1,0.83,0.15,0.01,0.01,0,0,0
"126",2017,1,0.94,0.05,0,0,0,0.01,0
"128",2017,1,0.98,0.02,0,0,0,0,0
"136",2017,1,0.46,0.25,0.18,0.09,0.01,0.01,0
"154",2017,1,0.01,0.11,0.17,0.19,0.21,0.11,0.2
"278",2017,1,0.99,0.01,0,0,0,0,0
"298",2017,1,0.35,0.32,0.25,0.06,0.02,0,0
"343",2017,1,0.92,0.06,0.02,0,0,0,0
"424",2017,1,0.87,0.12,0.01,0,0,0,0
"432",2017,1,0.94,0.05,0.01,0,0,0,0
"452",2017,1,0.79,0.19,0.01,0.01,0,0,0
"512",2017,1,0.74,0.22,0.02,0,0.02,0,0
"520",2017,1,0.85,0.14,0.01,0,0,0,0
"722",2017,1,0.91,0.08,0.01,0,0,0,0
"726",2017,1,1,0,0,0,0,0,0
"732",2017,1,0.56,0.19,0.16,0.06,0.02,0.01,0
"854",2017,1,0.52,0.24,0.13,0.06,0.05,0,0
"990",2017,1,0.16,0.24,0.2,0.22,0.1,0.04,0.04
"1060",2017,1,0.58,0.21,0.15,0.03,0.02,0.01,0
"1064",2017,1,0.6,0.31,0.03,0.04,0.01,0,0.01
"1130",2017,1,0.89,0.09,0.02,0,0,0,0
"1228",2017,1,0.68,0.22,0.09,0.01,0,0,0
"1370",2017,1,0.81,0.14,0.05,0,0,0,0
"1372",2017,1,0.72,0.18,0.06,0.02,0.01,0,0.01
"1374",2017,1,0.05,0.35,0.33,0.2,0.03,0.01,0.03
"1446",2017,1,0.86,0.13,0.01,0,0,0,0
"1594",2017,1,1,0,0,0,0,0,0
"1646",2017,1,0.82,0.08,0.08,0.01,0,0.01,0
"172",2017,1,1,0,0,0,0,0,0
"204",2017,1,0.92,0.05,0.02,0.01,0,0,0
"222",2017,1,0.33,0.35,0.21,0.08,0.03,0,0
"296",2017,1,0.87,0.08,0.03,0.02,0,0,0
"314",2017,1,0.71,0.14,0.08,0.02,0.02,0.01,0.02
"454",2017,1,0.05,0.18,0.24,0.23,0.19,0.06,0.05
"484",2017,1,0.36,0.45,0.16,0.03,0,0,0
"494",2017,1,0.88,0.11,0.01,0,0,0,0
"553",2017,1,0.98,0.02,0,0,0,0,0
"594",2017,1,0.99,0.01,0,0,0,0,0
"618",2017,1,1,0,0,0,0,0,0
"668",2017,1,0.98,0.02,0,0,0,0,0
"681",2017,1,0.99,0,0.01,0,0,0,0
"908",2017,1,0.54,0.19,0.21,0.01,0.02,0.01,0.02
"938",2017,1,0.98,0.02,0,0,0,0,0
"1036",2017,1,0.43,0.39,0.15,0.02,0,0.01,0
"1040",2017,1,1,0,0,0,0,0,0
"1063",2017,1,0.9,0.01,0.02,0.03,0.04,0,0
"1178",2017,1,0.82,0.17,0,0.01,0,0,0
"1262",2017,1,0.95,0.05,0,0,0,0,0
"1306",2017,1,0.1,0.19,0.27,0.22,0.12,0.06,0.04
"1453",2017,1,0.95,0.04,0,0.01,0,0,0
"1454",2017,1,0.52,0.33,0.08,0.05,0.02,0,0
"1514",2017,1,0.83,0.16,0.01,0,0,0,0
"1540",2017,1,0.46,0.44,0.08,0.02,0,0,0
"1628",2017,1,0.4,0.38,0.16,0.06,0,0,0
"1737",2017,1,0.06,0.22,0.26,0.18,0.16,0.07,0.05
"122",2017,1,0.82,0.14,0.04,0,0,0,0
"246",2017,1,0.87,0.07,0.04,0.02,0,0,0
"324",2017,1,0.84,0.14,0.02,0,0,0,0
"328",2017,1,0.98,0.02,0,0,0,0,0
"438",2017,1,0.01,0.06,0.13,0.2,0.19,0.2,0.21
"602",2017,1,0.13,0.38,0.36,0.11,0.01,0.01,0
"694",2017,1,0.89,0.09,0.02,0,0,0,0
"715",2017,1,0.63,0.31,0.05,0.01,0,0,0
"776",2017,1,0.99,0.01,0,0,0,0,0
"852",2017,1,0.05,0.26,0.41,0.24,0.02,0.02,0
"886",2017,1,0.79,0.18,0.02,0.01,0,0,0
"1023",2017,1,0.81,0.14,0.05,0,0,0,0
"1052",2017,1,0.18,0.06,0.2,0.27,0.12,0.06,0.11
"1054",2017,1,0.97,0.03,0,0,0,0,0
"1092",2017,1,0.99,0.01,0,0,0,0,0
"1104",2017,1,0.93,0.07,0,0,0,0,0
"1242",2017,1,0.94,0.05,0.01,0,0,0,0
"1298",2017,1,0.87,0.1,0.02,0.01,0,0,0
"1310",2017,1,0.14,0.52,0.26,0.06,0.01,0.01,0
"1358",2017,1,0.79,0.1,0.05,0.03,0.01,0,0.02
"1452",2017,1,0.83,0.15,0.02,0,0,0,0
"1538",2017,1,0.87,0.11,0.01,0.01,0,0,0
"1546",2017,1,0.74,0.23,0.03,0,0,0,0
"1576",2017,1,0.37,0.43,0.18,0.02,0,0,0
"1642",2017,1,0.98,0.02,0,0,0,0,0
"9272",2017,1,0.92,0.05,0.03,0,0,0,0
"9461",2017,1,0.67,0.27,0.05,0.01,0,0,0
"148",2017,2,0.95,0.04,0.01,0,0,0,0
"200",2017,2,0.95,0.05,0,0,0,0,0
"306",2017,2,0.04,0.4,0.3,0.2,0.02,0,0.04
"385",2017,2,0.88,0.11,0,0.01,0,0,0
"540",2017,2,0.4,0.4,0.11,0.06,0.03,0,0
"650",2017,2,0.88,0.09,0.01,0.01,0,0,0.01
"764",2017,2,0.55,0.29,0.13,0.01,0.01,0,0.01
"792",2017,2,0.99,0.01,0,0,0,0,0
"1016",2017,2,0.08,0.28,0.29,0.16,0.05,0.09,0.05
"1244",2017,2,0.24,0.42,0.25,0.05,0.03,0.01,0
"1292",2017,2,0.87,0.13,0,0,0,0,0
"1346",2017,2,0.02,0.25,0.32,0.2,0.12,0.02,0.07
"1354",2017,2,0.1,0.19,0.15,0.18,0.17,0.1,0.11
"1408",2017,2,0.74,0.21,0.04,0.01,0,0,0
"1428",2017,2,0.22,0.48,0.21,0.05,0.01,0.02,0.01
"1492",2017,2,0.18,0.56,0.18,0.06,0.01,0.01,0
"1498",2017,2,0.91,0.09,0,0,0,0,0
"268",2017,2,0.94,0.04,0.02,0,0,0,0
"474",2017,2,0.09,0.36,0.2,0.21,0.1,0.04,0
"486",2017,2,0.39,0.41,0.12,0.05,0.03,0,0
"532",2017,2,0.86,0.12,0.02,0,0,0,0
"586",2017,2,0.9,0.08,0.01,0.01,0,0,0
"704",2017,2,0.75,0.18,0.06,0,0,0.01,0
"876",2017,2,0.4,0.32,0.15,0.11,0.01,0.01,0
"894",2017,2,0.59,0.35,0.06,0,0,0,0
"970",2017,2,0.96,0.03,0.01,0,0,0,0
"1006",2017,2,0.53,0.3,0.07,0.05,0.03,0.02,0
"1088",2017,2,0.9,0.1,0,0,0,0,0
"1202",2017,2,0.18,0.4,0.25,0.09,0.07,0.01,0
"1203",2017,2,0.07,0.14,0.27,0.28,0.16,0.08,0
"1211",2017,2,0.21,0.43,0.26,0.04,0.05,0.01,0
"1482",2017,2,0.9,0.08,0.02,0,0,0,0
"1572",2017,2,0.42,0.27,0.12,0.05,0.1,0.03,0.01
"1671",2017,2,0.91,0.06,0.02,0,0.01,0,0
"1704",2017,2,0.04,0.29,0.34,0.11,0.17,0.05,0
"1738",2017,2,0.96,0.04,0,0,0,0,0
"178",2017,2,0.62,0.32,0.05,0,0,0,0.01
"336",2017,2,0.22,0.42,0.25,0.06,0.04,0.01,0
"345",2017,2,1,0,0,0,0,0,0
"680",2017,2,0.98,0.02,0,0,0,0,0
"682",2017,2,0.97,0.03,0,0,0,0,0
"713",2017,2,0.1,0.57,0.25,0.08,0,0,0
"716",2017,2,0.34,0.43,0.18,0.04,0.01,0,0
"717",2017,2,0.69,0.25,0.05,0.01,0,0,0
"807",2017,2,0.83,0.15,0.01,0.01,0,0,0
"838",2017,2,0.95,0.05,0,0,0,0,0
"1020",2017,2,0.23,0.58,0.15,0.03,0.01,0,0
"1142",2017,2,0.66,0.26,0.07,0,0.01,0,0
"1254",2017,2,0,0.12,0.32,0.25,0.19,0.06,0.06
"1255",2017,2,0.08,0.28,0.32,0.17,0.07,0.05,0.03
"1290",2017,2,0.97,0.03,0,0,0,0,0
"1480",2017,2,0.32,0.39,0.18,0.08,0.01,0.02,0
"1638",2017,2,0.04,0.1,0.17,0.27,0.16,0.13,0.13
"1686",2017,2,1,0,0,0,0,0,0
"396",2017,2,0,0.17,0.3,0.26,0.05,0.07,0.15
"522",2017,2,0.48,0.3,0.1,0.05,0.04,0.01,0.02
"550",2017,2,0.56,0.22,0.13,0.05,0.01,0.01,0.02
"685",2017,2,0.91,0.07,0,0.02,0,0,0
"836",2017,2,0.55,0.35,0.07,0.03,0,0,0
"837",2017,2,0.75,0.18,0.05,0.02,0,0,0
"846",2017,2,0.62,0.25,0.11,0.02,0,0,0
"972",2017,2,0.13,0.46,0.28,0.1,0.02,0.01,0
"1026",2017,2,0.98,0.01,0.01,0,0,0,0
"1034",2017,2,0.66,0.29,0.05,0,0,0,0
"1056",2017,2,0.2,0.27,0.31,0.1,0.09,0.02,0.01
"1188",2017,2,0.95,0.04,0.01,0,0,0,0
"1274",2017,2,0.96,0.03,0.01,0,0,0,0
"1388",2017,2,0.09,0.06,0.19,0.25,0.07,0.09,0.25
"1470",2017,2,0.55,0.35,0.07,0.01,0.01,0.01,0
"1508",2017,2,0.1,0.52,0.26,0.08,0.03,0,0.01
"1610",2017,2,0.79,0.19,0.02,0,0,0,0
"1666",2017,2,0.99,0.01,0,0,0,0,0
"1677",2017,2,0.73,0.23,0.03,0.01,0,0,0
"140",2017,2,0.96,0.01,0.02,0.01,0,0,0
"160",2017,2,0.35,0.35,0.17,0.09,0.03,0,0.01
"180",2017,2,0.41,0.33,0.16,0.05,0.03,0.01,0.01
"196",2017,2,0.44,0.18,0.15,0.06,0.08,0.03,0.06
"248",2017,2,0.77,0.16,0.05,0.02,0,0,0
"270",2017,2,0.75,0.18,0.03,0.04,0,0,0
"350",2017,2,0.44,0.32,0.13,0.06,0.01,0.03,0.01
"422",2017,2,0.81,0.1,0.04,0.04,0.01,0,0
"444",2017,2,0.99,0,0,0.01,0,0,0
"528",2017,2,0.94,0.05,0,0.01,0,0,0
"592",2017,2,1,0,0,0,0,0,0
"632",2017,2,0.53,0.31,0.09,0.05,0.01,0.01,0
"670",2017,2,0.88,0.01,0.06,0.03,0,0.01,0.01
"692",2017,2,0.52,0.22,0.11,0.1,0.02,0.02,0.01
"724",2017,2,0.17,0.14,0.16,0.13,0.15,0.14,0.11
"740",2017,2,0.14,0.34,0.26,0.16,0.05,0.03,0.02
"782",2017,2,1,0,0,0,0,0,0
"790",2017,2,0.89,0.1,0.01,0,0,0,0
"801",2017,2,0.99,0.01,0,0,0,0,0
"824",2017,2,0.83,0.07,0.04,0.03,0.02,0,0.01
"922",2017,2,0.76,0.18,0.05,0,0,0.01,0
"980",2017,2,0.46,0.28,0.19,0.05,0.02,0,0
"1116",2017,2,0.95,0.01,0.03,0,0,0.01,0
"1122",2017,2,0.52,0.32,0.12,0.04,0,0,0
"1312",2017,2,0.85,0.13,0.02,0,0,0,0
"1326",2017,2,0.96,0.01,0.01,0.01,0,0,0.01
"1440",2017,2,0.72,0.17,0.09,0.01,0.01,0,0
"1614",2017,2,0.97,0.02,0.01,0,0,0,0
"124",2017,2,0.12,0.38,0.23,0.15,0.08,0.01,0.03
"150",2017,2,0.07,0.31,0.23,0.18,0.1,0.06,0.05
"152",2017,2,0.58,0.29,0.09,0.02,0.01,0.01,0
"244",2017,2,1,0,0,0,0,0,0
"372",2017,2,0.97,0.02,0,0,0.01,0,0
"406",2017,2,0.98,0.01,0.01,0,0,0,0
"616",2017,2,0.71,0.17,0.05,0.02,0.05,0,0
"710",2017,2,0.31,0.26,0.18,0.11,0.13,0.01,0
"832",2017,2,1,0,0,0,0,0,0
"1030",2017,2,0.22,0.4,0.21,0.11,0.04,0.02,0
"1118",2017,2,0.93,0.07,0,0,0,0,0
"1146",2017,2,0.86,0.1,0.02,0.01,0.01,0,0
"1152",2017,2,0.89,0.07,0.04,0,0,0,0
"1154",2017,2,0.87,0.09,0.01,0.02,0,0.01,0
"1204",2017,2,0.15,0.38,0.3,0.12,0.02,0.02,0.01
"1232",2017,2,0.79,0.16,0.05,0,0,0,0
"1248",2017,2,0.72,0.16,0.08,0.02,0.02,0,0
"1350",2017,2,0.99,0,0.01,0,0,0,0
"1360",2017,2,0.62,0.17,0.06,0.05,0.06,0.02,0.02
"1476",2017,2,0.47,0.31,0.12,0.05,0.04,0.01,0
"1486",2017,2,0.66,0.22,0.06,0.04,0.02,0,0
"1510",2017,2,0.7,0.19,0.05,0.04,0.02,0,0
"1512",2017,2,1,0,0,0,0,0,0
"1588",2017,2,0.99,0.01,0,0,0,0,0
"1606",2017,2,0.42,0.21,0.2,0.06,0.08,0.02,0.01
"1608",2017,2,0.99,0.01,0,0,0,0,0
"1684",2017,2,0.99,0.01,0,0,0,0,0
"138",2017,2,0.42,0.26,0.18,0.07,0.05,0.02,0
"214",2017,2,0.92,0.07,0,0,0.01,0,0
"238",2017,2,0.72,0.14,0.04,0.02,0.04,0.03,0.01
"252",2017,2,0.99,0.01,0,0,0,0,0
"302",2017,2,0.98,0.01,0,0.01,0,0,0
"475",2017,2,0.94,0.05,0,0.01,0,0,0
"483",2017,2,0.99,0.01,0,0,0,0,0
"610",2017,2,0.8,0.16,0.04,0,0,0,0
"730",2017,2,0.52,0.11,0.17,0.09,0.05,0.05,0.01
"822",2017,2,0.38,0.18,0.12,0.1,0.11,0.08,0.03
"868",2017,2,0.26,0.34,0.24,0.09,0.04,0.02,0.01
"888",2017,2,0.92,0.06,0.01,0,0,0.01,0
"1032",2017,2,0.65,0.26,0.08,0.01,0,0,0
"1078",2017,2,0.84,0.08,0.05,0.02,0.01,0,0
"1086",2017,2,0.29,0.34,0.19,0.14,0.04,0,0
"1140",2017,2,0.85,0.13,0.02,0,0,0,0
"1342",2017,2,0.95,0.03,0.01,0.01,0,0,0
"1612",2017,2,0.11,0.58,0.23,0.06,0.02,0,0
"1624",2017,2,0.53,0.08,0.1,0.14,0.11,0.03,0.01
"1632",2017,2,0.7,0.22,0.08,0,0,0,0
"1656",2017,2,0.96,0.04,0,0,0,0,0
"1672",2017,2,0.72,0.09,0.09,0.06,0.04,0,0
"1674",2017,2,0.64,0.15,0.1,0.06,0.04,0.01,0
"1698",2017,2,0.92,0.07,0.01,0,0,0,0
"1700",2017,2,0.79,0.16,0.05,0,0,0,0
"1736",2017,2,0.5,0.24,0.1,0.06,0.09,0.01,0
"1741",2017,2,0.71,0.13,0.09,0.05,0.01,0,0.01
"118",2017,2,0.38,0.34,0.16,0.12,0,0,0
"192",2017,2,0.3,0.59,0.1,0.01,0,0,0
"320",2017,2,0.9,0.08,0.01,0.01,0,0,0
"364",2017,2,0.28,0.43,0.25,0.04,0,0,0
"516",2017,2,0.47,0.25,0.19,0.06,0.01,0.02,0
"548",2017,2,0.99,0.01,0,0,0,0,0
"690",2017,2,0.63,0.26,0.09,0.01,0,0.01,0
"696",2017,2,0.39,0.31,0.21,0.08,0,0,0.01
"810",2017,2,0.34,0.28,0.21,0.1,0.03,0.03,0.01
"842",2017,2,0.03,0.05,0.08,0.13,0.11,0.14,0.46
"872",2017,2,0.46,0.25,0.11,0.14,0.02,0.01,0.01
"884",2017,2,0.98,0.01,0.01,0,0,0,0
"904",2017,2,0.84,0.07,0.05,0.03,0.01,0,0
"1422",2017,2,0.69,0.21,0.09,0.01,0,0,0
"1484",2017,2,1,0,0,0,0,0,0
"1520",2017,2,1,0,0,0,0,0,0
"1526",2017,2,0.72,0.23,0.04,0.01,0,0,0
"1528",2017,2,1,0,0,0,0,0,0
"1552",2017,2,0.53,0.28,0.12,0.05,0.01,0,0.01
"1554",2017,2,0.67,0.18,0.08,0.06,0.01,0,0
"1664",2017,2,0.98,0.02,0,0,0,0,0
"1719",2017,2,0.5,0.11,0.18,0.13,0.01,0.03,0.04
"1720",2017,2,0.93,0.04,0.02,0,0,0.01,0
"1746",2017,2,0.99,0,0,0.01,0,0,0
"112",2017,2,0.57,0.32,0.07,0.03,0.01,0,0
"146",2017,2,0.23,0.19,0.22,0.16,0.14,0.02,0.04
"274",2017,2,0.71,0.1,0.1,0.03,0.03,0.02,0.01
"276",2017,2,0.41,0.42,0.13,0.04,0,0,0
"304",2017,2,0.34,0.36,0.18,0.1,0.02,0,0
