X,nonOH_div,ST,School,Best.Name,Helm
2003_840,0,OH,Landmark Trinity Christian Eagles,Landmark Trinity Christian,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2003_10691,4,KY,Newport,Newport,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Newport-2016.png"
2003_10734,2,KY,Ryle (Union),Union Ryle ,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ryle-2017.png"
2003_12800,5,PA,The Academy Knights,The Academy,
2003_10119,5,WV,Tyler Consolidated,Tyler Consolidated,
2003_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2003_10637,2,KY,Johnson Central,Johnson Central,
2003_10626,5,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2003_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2003_13158,1,IN,Huntington North Vikings,Huntington North,
2003_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2003_11207,1,MI,Detroit U of D Jesuit,Detroit U of D Jesuit,
2003_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2003_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2003_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2003_25099,1,ON,St Thomas More,St Thomas More,
2003_12542,3,PA,Grove City,Grove City,
2003_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2003_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2003_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2003_22000,1,TX,Gulf Shores Academy,Gulf Shores Academy,#N/A
2003_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2003_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2003_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2003_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2003_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2003_10037,6,WV,Guyan Valley,Guyan Valley,
2003_10126,4,WV,Wayne,Wayne,
2003_10072,6,WV,Mount Hope,Mount Hope,
2003_10609,3,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2003_12543,3,PA,Hickory Hornets,Hickory,
2003_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2003_14904,3,DC,Dunbar Crimson Tide,Dunbar,#N/A
2003_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2003_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2003_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2003_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2003_12801,5,PA,Kiski Prep,Kiski Prep,
2003_13117,2,IN,Franklin County,Franklin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FranklinCounty-2016.png"
2003_12559,4,PA,Wilmington Greyhounds,Wilmington,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WilmingtonArea-2017_L.png"
2003_11382,3,MI,Lumen Christi Titans,Lumen Christi,
2003_15010,2,NY,Aquinas Institute,Aquinas Institute,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_AquinasInstitute.png"
2003_25018,2,ON,Waterdown,Waterdown,
2003_10011,1,WV,Cabell Midland,Cabell Midland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Midland-2016.png"
2003_10052,1,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2003_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2003_10516,5,KY,Beechwood,Beechwood,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Beechwood-2016.png"
2003_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2003_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2003_12545,3,PA,Slippery Rock,Slippery Rock,
2003_14901,2,DC,Ballou Knights,Ballou,#N/A
2003_11729,4,MI,Whittemore-Prescott,Whittemore-Prescott,
2003_12570,5,PA,Sharpsville Blue Devils,Sharpsville,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Sharpsville-2017.png"
2003_25100,3,ON,Mother Teresa,Mother Teresa,
2003_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2003_13085,6,IN,Edinburgh,Edinburgh,
2003_13107,2,IN,Fort Wayne Elmhurst,Fort Wayne Elmhurst,
2003_10525,1,KY,Boone County,Boone County,
2003_12538,3,PA,Franklin,Franklin,
2003_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2003_11675,6,MI,Tekonsha,Tekonsha,
2003_11133,6,MI,Climax-Scotts,Climax-Scotts,
2003_11696,6,MI,Waldron,Waldron,
2003_11102,6,MI,Camden-Frontier,Camden-Frontier,
2003_11520,6,MI,North Adams-Jerome,North Adams-Jerome,
2003_11562,6,MI,Pittsford,Pittsford,
2003_13360,1,IN,Warren Central,Warren Central,
2003_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2003_10114,5,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2003_10133,4,WV,Winfield Generals,Winfield,
2003_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2003_10565,4,KY,Cumberland,Cumberland,
2003_10558,2,KY,Conner,Conner,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Conner-2016.png"
2003_13350,6,IN,Union (Dugger),Dugger Union,
2003_11429,6,MI,Litchfield,Litchfield,
2003_10528,2,KY,Boyd County,Boyd County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BoydCounty-2016.png"
2003_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2003_10517,4,KY,Belfry,Belfry,
2003_25097,1,ON,Markham District,Markham District,
2003_11057,4,MI,Detroit Country Day,Detroit Country Day,
2003_667,0,OH,Cincinnati Christian Cougars,Cincinnati Christian,
2003_12554,3,PA,Greenville Trojans,Greenville,
2004_10669,3,KY,Mason County,Mason County,
2004_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2004_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2004_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2004_25100,2,ON,Mother Teresa,Mother Teresa,
2004_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2004_25019,2,ON,Westdale,Westdale,
2004_10042,6,WV,Harts Lions,Harts Lions,
2004_13117,2,IN,Franklin County,Franklin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FranklinCounty-2016.png"
2004_10659,5,KY,Ludlow Panthers,Ludlow Panthers,
2004_11542,6,MI,Ottawa Lake-Whiteford,Ottawa Lake-Whiteford,
2004_13171,5,IN,Indianapolis Scecina Memorial,Indianapolis Scecina Memorial,
2004_14900,4,DC,Anacostia Indians,Anacostia,#N/A
2004_10119,5,WV,Tyler Consolidated,Tyler Consolidated,
2004_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2004_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2004_10114,5,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2004_10525,1,KY,Boone County,Boone County,
2004_25034,3,ON,St Joseph Rams,St Joseph,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJosephs-2016.png"
2004_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2004_14903,3,DC,Coolidge Colts,Coolidge,#N/A
2004_12838,1,PA,Saint Joseph's Prep Hawks,Saint Joseph's Prep,
2004_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2004_14912,3,DC,Friendship-Edison Knights,Friendship-Edison,#N/A
2004_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2004_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2004_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2004_22000,1,TX,Gulf Shores Academy,Gulf Shores Academy,#N/A
2004_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2004_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2004_10038,6,WV,Hamlin,Hamlin,
2004_10037,5,WV,Guyan Valley,Guyan Valley,
2004_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2004_10609,3,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2004_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2004_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2004_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2004_13166,6,IN,Indianapolis Cardinal Ritter,Indianapolis Cardinal Ritter,
2004_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2004_12494,3,PA,Perry Traditional Academy,Perry Traditional Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PerryTradional-2016.png"
2004_25018,2,ON,Waterdown,Waterdown,
2004_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2004_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2004_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2004_10052,1,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2004_14906,3,DC,Roosevelt Rough Riders,Roosevelt,#N/A
2004_12440,4,PA,Brentwood,Brentwood,
2004_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2004_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2004_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2004_14901,2,DC,Ballou Knights,Ballou,#N/A
2004_12530,1,PA,McDowell,McDowell,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_McDowell-2016.png"
2004_11555,6,MI,Petersburg-Summerfield,Petersburg-Summerfield,
2004_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2004_25021,4,ON,Blenheim Bobcats,Blenheim,
2004_10126,4,WV,Wayne,Wayne,
2004_10516,5,KY,Beechwood,Beechwood,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Beechwood-2016.png"
2004_12800,5,PA,The Academy Knights,The Academy,
2004_12489,1,PA,Taylor Allderdice Dragons,Taylor Allderdice,
2004_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2004_10064,6,WV,Matewan,Matewan,
2004_11675,6,MI,Tekonsha,Tekonsha,
2004_11088,6,MI,Burr Oak,Burr Oak,
2004_11133,6,MI,Climax-Scotts,Climax-Scotts,
2004_11696,6,MI,Waldron,Waldron,
2004_11102,6,MI,Camden-Frontier,Camden-Frontier,
2004_11520,6,MI,North Adams-Jerome,North Adams-Jerome,
2004_11562,6,MI,Pittsford,Pittsford,
2004_10623,3,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2004_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2004_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2004_10133,3,WV,Winfield Generals,Winfield,
2004_10743,4,KY,Sheldon Clark,Sheldon Clark,
2004_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2004_25099,1,ON,St Thomas More,St Thomas More,
2004_10730,2,KY,Rowan County,Rowan County,
2004_14904,3,DC,Dunbar Crimson Tide,Dunbar,#N/A
2004_10558,1,KY,Conner,Conner,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Conner-2016.png"
2004_13350,6,IN,Union (Dugger),Dugger Union,
2004_10691,4,KY,Newport,Newport,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Newport-2016.png"
2004_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2004_11429,6,MI,Litchfield,Litchfield,
2004_12531,1,PA,Central,Erie Central,
2004_12379,1,PA,Albert Gallatin Colonials,Albert Gallatin,
2004_10528,2,KY,Boyd County,Boyd County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BoydCounty-2016.png"
2004_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2004_10646,3,KY,Lawrence County,Lawrence County,
2004_10517,4,KY,Belfry,Belfry,
2004_13107,2,IN,Fort Wayne Elmhurst,Fort Wayne Elmhurst,
2005_12801,5,PA,Kiski Prep,Kiski Prep,
2005_13075,2,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2005_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2005_10562,3,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2005_10618,1,KY,Henderson County,Henderson County,
2005_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2005_10119,4,WV,Tyler Consolidated,Tyler Consolidated,
2005_10516,5,KY,Beechwood,Beechwood,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Beechwood-2016.png"
2005_10042,6,WV,Harts Lions,Harts Lions,
2005_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2005_11057,4,MI,Detroit Country Day,Detroit Country Day,
2005_10046,1,WV,Huntington,Huntington,
2005_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2005_1576,0,OH,Upper Scioto Valley Rams,Upper Scioto Valley,
2005_10114,5,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2005_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2005_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2005_12370,1,PA,Central Catholic,Central Catholic,
2005_25099,1,ON,St Thomas More,St Thomas More,
2005_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2005_10623,3,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2005_11065,2,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2005_14912,2,DC,Friendship-Edison Knights,Friendship-Edison,#N/A
2005_12838,1,PA,Saint Joseph's Prep Hawks,Saint Joseph's Prep,
2005_13273,1,IN,Penn,Penn,
2005_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2005_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2005_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2005_11256,1,MI,Flint Northern,Flint Northern,
2005_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2005_10038,6,WV,Hamlin,Hamlin,
2005_10037,5,WV,Guyan Valley,Guyan Valley,
2005_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2005_10609,3,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2005_11676,1,MI,Temperance Bedford,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2005_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2005_14904,3,DC,Dunbar Crimson Tide,Dunbar,#N/A
2005_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2005_13166,5,IN,Indianapolis Cardinal Ritter,Indianapolis Cardinal Ritter,
2005_10659,6,KY,Ludlow Panthers,Ludlow Panthers,
2005_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2005_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2005_10528,3,KY,Boyd County,Boyd County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BoydCounty-2016.png"
2005_13117,2,IN,Franklin County,Franklin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FranklinCounty-2016.png"
2005_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2005_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2005_13770,1,TN,Riverdale Warriors,Riverdale,#N/A
2005_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2005_10052,1,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2005_14906,3,DC,Roosevelt Rough Riders,Roosevelt,#N/A
2005_25086,1,ON,Sir Wilfrid Laurier Rams,Sir Wilfrid Laurier,
2005_12440,4,PA,Brentwood,Brentwood,
2005_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2005_12373,1,PA,Gateway Gators,Gateway,
2005_10655,4,KY,Lloyd Memorial,Lloyd Memorial,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lloyd-2017.png"
2005_25035,2,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2005_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2005_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2005_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2005_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2005_15048,4,NY,Marcus Whitman Wildcats,Marcus Whitman,#N/A
2005_25018,2,ON,Waterdown,Waterdown,
2005_11582,1,MI,Detroit Catholic Central,Detroit Catholic Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DetroitCC-2016_L.png"
2005_11555,6,MI,Petersburg-Summerfield,Petersburg-Summerfield,
2005_12530,1,PA,McDowell,McDowell,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_McDowell-2016.png"
2005_10126,4,WV,Wayne,Wayne,
